tipooperador,empresabandera,razonsocial,cuit,direccion,localidad,provincia,Longitude,Latitude
Duales (líquidos + GNC),BLANCA,ESTACION RADD S.A.S.,30-71584873-9,OCTAVIO PINTO 2291,CORDOBA,CORDOBA,-64.211468,-31.393642
Combustibles líquidos únicamente,AXION,BERRIA ENERGIA SA,30-71459646-9,"CALLE 448 N°3, ESQ. AV. CIRCUNVALACIÓN",GRAL. PICO,LA PAMPA,-63.748673,-35.642766
Combustibles líquidos únicamente,PUMA,BARRACA GUAYQUIRARÓ S.R.L.,30-71490523-2,BELGRANO 1390 SAUCE CORRIENTES CP 3463,CURUZU CUATIA,CORRIENTES,-58.08849,-29.78981
Combustibles líquidos únicamente,PUMA,BARRACA GUAYQUIRARÓ S.R.L.,30-71490523-2,BELGRANO 1390 SAUCE CORRIENTES CP 3463,CURUZU CUATIA,CORRIENTES,-58.789707,-30.091573
Combustibles líquidos únicamente,YPF,DON ANTONIO COMBUSTIBLES SRL,30-71574823-8,RN 16 Km 137.71,MACHAGAY,CHACO,-60.058594,-26.93865
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,MERCOVE SRL,30-71654826-7,Ruta Nacional N°12  - Km 1023,CORRIENTES,CORRIENTES,-58.753875,-27.542009
Sólo GNC,BLANCA,CERVOUL S.A.S.,30-71647823-4,CORDOBA 1097 ESQ. MORENO,MERLO,BUENOS AIRES,-58.733846,-34.663945
Combustibles líquidos únicamente,DAPSA S.A.,FREDIANI FERNANDO PAOLO,23-31761420-9,LISANDRO DE LA TORRE 1140,CASILDA,SANTA FE,-61.155379,-33.039498
Combustibles líquidos únicamente,GULF,HUGO BAUTISTA BALBI S.A.,30-71547627-0,PARANA 612 RUTA 13 KM 115.5,CLUCELLAS,SANTA FE,-61.7252,-31.5233
Combustibles líquidos únicamente,YPF,LUIS A CARRIZO Y CIA SRL,30-62706249-0,AV. CIRCUNVALACIÓN ESQ. SANTO DOMINGO,CHILECITO,LA RIOJA,-67.509159,-29.163336
Duales (líquidos + GNC),AXION,LUBRICANTES Y COMBUSTIBLES D´ATRI SRL,30-70946580-1,AV HIPOLITO YRIGOYEN 446,GRAL. PACHECO,BUENOS AIRES,-58.62828,-34.45721
Duales (líquidos + GNC),SHELL C.A.P.S.A.,GNC BERAZATEGUI SA,30-70932877-4,Av. 14 y Esquina Camino Gral. Belgrano,BERAZATEGUI,BUENOS AIRES,-58.253367,-34.78558
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,FRANCISCO HIPOLITO GORTARI,20-16203167-9,9 DE JULIO Y FERRE,ESQUINA,CORRIENTES,-59.524937,-30.005295
Combustibles líquidos únicamente,AXION,TRANSFUEL OIL SRL,30-56862212-6,RUTA Nº 1 KM 5.5,SAN JOSE DEL RINCON,SANTA FE,-60.5798,-31.60797
Combustibles líquidos únicamente,DAPSA S.A.,AGRO Y SERVICIOS LOS HNOS SRL,30-71598511-6,AV. CORDOBA 295,ARRIBEÑOS,BUENOS AIRES,-61.35943,-34.20793
Combustibles líquidos únicamente,VOY,PETROLEO & SERVICIOS S.A.,30-71120953-7,Gral. Paz 317 y San Martín,JUNIN,BUENOS AIRES,-60.947122,-34.587167
Combustibles líquidos únicamente,REFINOR,MULTILUB SRL,30-70716230-5,RUTA NAC. 34 Y RUTA NAC. 66,LOS LAPACHOS,JUJUY,-65.04057,-24.47932
Duales (líquidos + GNC),YPF,DUOCOM SRL,30-70983787-3,Sabattini 2014,CORDOBA,CORDOBA,-64.1589,-31.43337
Duales (líquidos + GNC),DAPSA S.A.,CANANDES S.A.,30-71525397-2,BOULOGNE SUR MER Nº 550,LAS HERAS,MENDOZA,-68.859018,-32.860514
Duales (líquidos + GNC),SHELL C.A.P.S.A.,SAN JOAQUIN SA,30-66453417-3,AV JUAN MANUEL DE ROSAS 19807,VIRREY DEL PINO,BUENOS AIRES,-58.63718,-34.81081
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,ROBERTO LUIS MARTINEZ SRL,33-71153683-9,RUTA NAC. 188 KM 283,CNEL. GRANADA,BUENOS AIRES,-62.19248,-34.80411
Duales (líquidos + GNC),PUMA,PETROMART S.R.L.,30-70804881-6,AV. SAN MARTIN 2508,GRANADERO BAIGORRIA,SANTA FE,-60.70686,-32.845589
Duales (líquidos + GNC),SHELL C.A.P.S.A.,BULCROS SAS,30-71586265-0,AVENIDA LATINOAMERICA 130,SALDAN,CORDOBA,-64.3102,-31.31891
Duales (líquidos + GNC),PUMA,AD LITEM SAS,30-71617403-0,Castro Barros 6 ESQ. AVELLANEDA Y BV. GRAL. LAS HERAS,CORDOBA,CORDOBA,-64.193688,-31.405183
Combustibles líquidos únicamente,BLANCA,RUIZ MIRIAM GRISELDA,27-20667730-4,Avenida Belgrano s/n,CHAJARI,ENTRE RIOS,-58.005008,-30.737524
Duales (líquidos + GNC),PUMA,REFINERIA BAHIA BLANCA S.A.U.,30-71588559-6,AUTOPISTA RICHIERI KM 33.5 (AEROPUERTO INTERNACIONAL DE EZEIZA,EZEIZA,BUENOS AIRES,-58.542162,-34.81079
Combustibles líquidos únicamente,PUMA,REFINERIA BAHIA BLANCA S.A.U.,30-71588559-6,DE LOS LAGOS 7180,TIGRE,BUENOS AIRES,-58.65099,-34.39814
Duales (líquidos + GNC),PUMA,REFINERIA BAHIA BLANCA S.A.U.,30-71588559-6,JUAN MANUEL DE ROSAS 3003,SAN JUSTO,BUENOS AIRES,-58.55017,-34.679108
Duales (líquidos + GNC),PUMA,REFINERIA BAHIA BLANCA S.A.U.,30-71588559-6,VELEZ SARFIELD 522 0 ESQ. CORTEJARENA,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.389601,-34.640861
Duales (líquidos + GNC),PUMA,REFINERIA BAHIA BLANCA S.A.U.,30-71588559-6,AVELLANEDA 519,ROSARIO,SANTA FE,-60.675087,-32.921747
Combustibles líquidos únicamente,BLANCA,PETRO RYS S.R.L.,33-71636610-9,RUTA 90 KM 67 700,MAXIMO PAZ,SANTA FE,-60.94884,-33.49353
Combustibles líquidos únicamente,YPF,FASENA ENERGIA S.A,30-71423775-2,AV 11 DE SETIEMBRE 3461,CORDOBA,CORDOBA,-64.147998,-31.452512
Duales (líquidos + GNC),PUMA,PETRO ENERGIA SA,30-71656760-1,AVDA DEL LIBERTADOR 302 Y LAPRIDA,VICENTE LOPEZ,BUENOS AIRES,-58.46892,-34.53165
Duales (líquidos + GNC),SHELL C.A.P.S.A.,2MIL10Y7 SRL,30-71595431-8,Ruta 6 Km 155.500,LUJAN,BUENOS AIRES,-59.035694,-34.557095
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,EL PARADOR S.R.L.,30-71630037-0,Av. del Libertador N°56,YALA,JUJUY,-65.404903,-24.119626
Duales (líquidos + GNC),GULF,ALVAREZ MARTA MONICA,23-22264307-4,Avenida Siria 1968,SAN MIGUEL DE TUCUMAN,TUCUMAN,-65.20424,-26.80341
Duales (líquidos + GNC),YPF,YPF VERGARA,30-71107031-8,AVDA. VALENTIN VERGAR 4946 ESQ.NICOLAS MILAZZO,BERAZATEGUI,BUENOS AIRES,-58.20635,-34.80524
Combustibles líquidos únicamente,BLANCA,RUPILLO ROMINA ANDREA,27-30844572-6,PTE. TTE. GRAL. JUAN DOMINGO PERON 601,COSQUIN,CORDOBA,-64.46587,-31.23897
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,GELTOKIA  S.A.S.,30-71680009-8,LAMADRID 248,CHACABUCO,BUENOS AIRES,-60.47144,-34.63383
Duales (líquidos + GNC),PUMA,ULTRA ONIX SRL,30-71591788-9,Av San Martïn Nº 1374,VILLA GOBERNADOR GALVEZ,SANTA FE,-60.63266,-33.017719
Combustibles líquidos únicamente,PUMA,EPA SAS,33-71664827-9,AV. VIALE ESQ. LEANDRO N.  ALEM 0,CATRILO,LA PAMPA,-63.42113,-36.40971
Duales (líquidos + GNC),AXION,DON BOSCO 2805 COMBUSTIBLES DEL OESTE S.A.,30-71557375-6,AV. DON BOSCO 2805,MORON,BUENOS AIRES,-58.600729,-34.666075
Duales (líquidos + GNC),GULF,RODONES Y AGNELLO SRL,30-71522702-5,BARTOLOME MITRE 1844 Y AV. FILIPPINI,VILLA GOBERNADOR GALVEZ,SANTA FE,-60.63739,-33.024506
Duales (líquidos + GNC),YPF,TAMSE,30-70802634-0,Ruta Nacional 19 KM 7 y 1/2,CORDOBA,CORDOBA,-64.1117,-31.3958
Combustibles Líquidos + PRVE,AXION,"PAN AMERICAN ENERGY SL, SUCURSAL ARGENTINA",30-69554247-6,Ruta Nacional n° 1  - Autopista Dr Ricardo Balbin 2949  KM 28,BERAZATEGUI,BUENOS AIRES,-58.178297,-34.762436
Combustibles Líquidos + PRVE,AXION,"PAN AMERICAN ENERGY SL, SUCURSAL ARGENTINA",30-69554247-6,Ruta Nacional n° 1  - Autopista Dr Ricardo Balbin 2950  KM 28 - Mano Bs. As.,BERAZATEGUI,BUENOS AIRES,-58.179328,-34.762909
Duales (líquidos + GNC),SHELL C.A.P.S.A.,LA ROTONDA SAS,30-71686775-3,Ruta Nº 5 km 52.70,VILLA AMERICA,CORDOBA,-64.50924,-31.79178
Combustibles líquidos únicamente,AXION,PINAMOTOS S.R.L.,30-71466859-1,AV. INTERMEDANOS 55,PINAMAR,BUENOS AIRES,-56.87666,-37.1077
Combustibles líquidos únicamente,GULF,IDIART PEDRO MIGUEL,20-04924197-7,AVENIDA CENTENARIO 1002(RUTA 40),GRAL. LAS HERAS,BUENOS AIRES,-58.95827,-34.92271
Sólo GNC,BLANCA,MAS AL SUR S.A,30-71036602-7,av Rivadavia 12898,CIUDADELA,BUENOS AIRES,-58.544649,-34.640272
Combustibles líquidos únicamente,BLANCA,RISTAU DULZURA LILLIAN,27-25317057-9,Ruta Provincial 228 km 28 Localidad Villa Yacanto de Calamuchita,SANTA ROSA DE CALAMUCHITA,CORDOBA,-64.749609,-32.120707
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,MONSEÑOR Z SA,30-71534909-0,AV MONSEÑOR ZABALA 450,MAR DEL PLATA,BUENOS AIRES,-57.580887,-37.951021
Combustibles líquidos únicamente,YPF,SERVILUJAN COMBUSTIBLES S.A.,30-71637102-2,RUTA 6 Y 34,LUJAN,BUENOS AIRES,-59.035694,-34.557095
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,TRANSMARBIL SA,33-70797427-9,CALLE 30 esquina  CALLE 1,AMEGHINO,BUENOS AIRES,-62.466534,-34.848391
Combustibles líquidos únicamente,YPF,SA VERACRUZ,30-67997929-5,RUTA 301 KM 12.7,LULES,TUCUMAN,-65.331043,-26.917879
Combustibles líquidos únicamente,YPF,CALAFATE ENERGY S.R.L,30-71590516-3,JOSE A. BAHAMONDE 150,EL CALAFATE,SANTA CRUZ,-72.229769,-50.33137
Combustibles líquidos únicamente,YPF,PETROSURCO S.A.,30-61534113-0,Calle 357 Nro. 315 esquina 306,GRAL. PICO,LA PAMPA,-63.783163,-35.642374
Combustibles líquidos únicamente,YPF,SUPER SERVICIOS S.A.,30-65423606-9,Av. Cazón 997,TIGRE,BUENOS AIRES,-58.57424,-34.42717
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,"EMFACO S,A",30-64472746-3,"CALLE 74 Y OMBUES (134) 3951, EMPRENDIMIENTO HUDSON PARK",BERAZATEGUI,BUENOS AIRES,-58.173823,-34.809697
Combustibles líquidos únicamente,PUMA,FORD CALIZAZZANO JORGE FABIAN,20-22328769-8,AV. CARLOS ARROYO 100,CARLOS CASARES,BUENOS AIRES,-61.36678,-35.62695
Combustibles líquidos únicamente,AXION,ROCCA SUR S.R.L.,30-71545817-5,Av. de los Pioneros 3998,SAN CARLOS DE BARILOCHE,RIO NEGRO,-71.357012,-41.132176
Combustibles líquidos únicamente,YPF,ORGANIZACION DELASOIE HNOS S.A.,30-54699573-5,SAN MARTIN 1380,COLON,ENTRE RIOS,-58.157379,-32.233914
Combustibles líquidos únicamente,YPF,GLOBAL OILSRL,30-71146351-4,Manzana nº 310 Lote 1 Ruta Prov. 17,AÑELO,NEUQUEN,-68.78738,-38.35212
Combustibles líquidos únicamente,BLANCA,COOPERATIVA AGROPECUARIA LA PAZ LTDA,30-53245883-4,RUTA PROV 1 KM 4.5,LA PAZ,ENTRE RIOS,-59.57946,-30.7458
Duales (líquidos + GNC),AXION,SALINAS CHICO S.A,30-62028125-1,"JUAN B JUSTO 6065, ESQ. DR. VICTORIANO E. MONTES",MAR DEL PLATA,BUENOS AIRES,-57.5963,-37.99974
Combustibles líquidos únicamente,VOY,AKEV ENERGIA S.A.,30-71667562-5,Ruta Nacional Nro 3 km 1174,SIERRA PAILEMAN,RIO NEGRO,-65.34644,-40.82645
Combustibles líquidos únicamente,YPF,ORGANIZACION DELASOIE HNOS S.A.,30-54699573-5,AUTOVIA JOSE GERVASIO ARTIGAS EX RUTA 14 KM 100,CONCEPCION DEL URUGUAY,ENTRE RIOS,-58.44264,-32.66585
Duales (líquidos + GNC),AXION,GRUPO SAN EDUARDO S.A.S.,30-71690038-6,GRAL.CARLOS MARIA DE ALVEAR 831,CORDOBA,CORDOBA,-64.17769,-31.40749
Combustibles líquidos únicamente,YPF,PETROZAPALA S.A.C.E.I.,30-51897130-8,Av. Olascoaga 689 y Mendoza,CUTRAL CO,NEUQUEN,-69.21882,-38.93258
Combustibles líquidos únicamente,BLANCA,ALEMAN SERGIO OSCAR,20-10216561-7,ACC HNO INICENCIO KM 2.74,TRES ALGARROBOS,BUENOS AIRES,-62.771381,-35.186747
Combustibles líquidos únicamente,PUMA,EDGAR FELTRIN Y SERGIO BASSO SH,30-71119874-8,RUTA NACIONAL 8 KM 302,HUGUES,SANTA FE,-61.33382,-33.80725
Duales (líquidos + GNC),PUMA,HM MANAGEMENT COORPORATION SERVICE SRL,30-71562118-1,Godoy Cruz 198,BANFIELD,BUENOS AIRES,-58.397793,-34.737833
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,OPERADORA SAN JUAN S.A.,30-70949742-8,AVENIDA COLÓN 5525,MAR DEL PLATA,BUENOS AIRES,-57.579649,-37.98836
Combustibles líquidos únicamente,AXION,LIDA SAS,30-71670789-6,9 de Julio de 1816 Nº 2120,S.M. DE TUCUMAN,TUCUMAN,-65.211543,-26.860121
Combustibles líquidos únicamente,PUMA,GLOBAL OIL SRL,30-71146351-4,SAN MARTIN 1765,NEUQUEN,NEUQUEN,-68.084032,-38.954849
Sólo GNC,BLANCA,ATLANTICA SRL,30-71636440-9,Antenor Alvarez 163,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,-64.274198,-27.779187
Duales (líquidos + GNC),SHELL C.A.P.S.A.,HGB S.A.,30-70816203-1,Ruta Nac. 19 Km 12,CORDOBA,CORDOBA,-64.039971,-31.379025
Combustibles líquidos únicamente,YPF,ROMERO COMBUSTIBLES S.R.L.,30-71687141-6,9 Y 33 1395,25 DE MAYO,BUENOS AIRES,-60.17012,-35.42733
Combustibles líquidos únicamente,YPF,ADOLFO SARTORI S.A.,30-54329476-0,Nuestra Señora del Carmen 949,POSADAS,MISIONES,-55.852582,-27.447562
Combustibles líquidos únicamente,BLANCA,GYG SOCIEDAD ANONIMA,30-71088189-4,AV. PIRAGINE Y RUTA NAC 12,EMPEDRADO,CORRIENTES,-58.791877,-27.943868
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,COMBUSTIBLES DI GIORGO HERMANOS S.A.,30-71653676-5,Camino general belgrano N° 7951,BERAZATEGUI,BUENOS AIRES,-58.179601,-34.828672
Combustibles líquidos únicamente,DAPSA S.A.,EL YACARE S.R.L.,30-66978716-9,RUTA NACIONAL N°119 KM 80.5,MARIANO I. LOZA,CORRIENTES,-58.18857,-29.394887
Combustibles líquidos únicamente,YPF,GARCIA VITALI HNOS SRL,30-70889091-6,RAUL SALGUERO 2256,PERITO MORENO,SANTA CRUZ,-70.921305,-46.584188
Combustibles líquidos únicamente,PUMA,EPA SAS,33-71664827-9,MARCELINO UGARTE ESQ DR. GARAY O,CHARLONE,BUENOS AIRES,-63.36987,-34.67256
Combustibles líquidos únicamente,YPF,LG RINCON SRL,30-70919461-1,AV DEL TRABAJO 2290 ESQ. AV DE LOS CONSTITUYENTES,PLOTTIER,NEUQUEN,-68.19715,-38.944209
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,SALVA PETROL COMBUSTIBLES S.R.L.,30-71498884-7,AV. BARTOLOME MITRE 3596,MUNRO,BUENOS AIRES,-58.525486,-34.51874
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,COMBUSTIBLES TRES ARROYOS SA,30-71690959-6,SAN MARTIN 801,TRES ARROYOS,BUENOS AIRES,-60.283377,-38.370686
Combustibles líquidos únicamente,YPF,NEUQUEN PETRO OESTE SRL,30-64676636-9,AVENIDA DEL TRABAJADOR 3850,NEUQUEN,NEUQUEN,-68.112445,-38.942179
Combustibles Líquidos + PRVE,SHELL C.A.P.S.A.,FGC FUELS MARKETING S.A.,33-71487776-9,Ruta 11 Km 400.2,GRAL. MADARIAGA,BUENOS AIRES,-56.93026,-37.156618
Combustibles líquidos únicamente,BLANCA,ORGANISMO DESCENTRALIZADO ESTACIÓN DE SERVICIO ARATA,30-71653946-2,Ruta Provicial 4 km 101/600,ARATA,LA PAMPA,-63.792647,-35.678956
Combustibles líquidos únicamente,BLANCA,OSCAR BRUERA Y CIA SRL,30-70784591-7,BV PTE ARTURO FRONDIZI Nº 3500,MORTEROS,CORDOBA,-62.00342,-30.71724
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,SANTA RITA COMBUSTIBLES S.A.,33-70857951-9,Ramón Hernández 519,JUNIN,BUENOS AIRES,-60.96002,-34.59296
Duales (líquidos + GNC),PUMA,GONZALEZ CARLOS GUSTAVO Y GONZALEZ LEONARDO GASTON,33-70734148-9,RUTA NACIONAL 14 KM 52.3,GUALEGUAYCHU,ENTRE RIOS,-58.630104,-33.069464
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,ENERQUEN SA,30-69735235-6,juan domingo peron km 1,SAN MANUEL,BUENOS AIRES,-58.835055,-37.787764
Duales (líquidos + GNC),YPF,ESSFE SAS,30-71636141-8,AV. DUARTE QUIRÓS 3607,CORDOBA,CORDOBA,-64.229296,-31.405712
Duales (líquidos + GNC),YPF,JULIO GONZALEZ E HIJOS SRL,30-54749827-1,AV ARIJON 1993,ROSARIO,SANTA FE,-60.66167,-33.00358
Sólo GNC,BLANCA,JULIO GONZALEZ E HIJOS SRL,30-54749827-1,27 DE FEBRERO 4115,ROSARIO,SANTA FE,-60.684805,-32.960469
Combustibles líquidos únicamente,DAPSA S.A.,FLORES  SILVESTRE  S A,30-71584454-7,AVENIDA MITRE 292,JUNIN,MENDOZA,-68.48467,-33.14361
Duales (líquidos + GNC),AXION,"ELISEI NORBERTO, ELISEI BASILIO Y ELISEI SERGIO SO",30-71424083-4,AV BENITO DE MIGUEL 1049-JUNIN-,JUNIN,BUENOS AIRES,-60.965011,-34.603989
Combustibles líquidos únicamente,BLANCA,PETROGUAZZ S.A.,30-70783593-8,RUTA NAC. Nº 5 KM. 267,9 DE JULIO,BUENOS AIRES,-60.888844,-35.489016
Combustibles líquidos únicamente,YPF,ESTACIÓN DE SERVICIO BOMBAL SRL,30-70941587-1,RUTA PROVINCIAL Nº 14 KM 79.5,BOMBAL,SANTA FE,-61.32768,-33.45597
Duales (líquidos + GNC),YPF,MUCHAY S.R.L.,30-71547965-2,"RUTA NAC 38 KM 575,3 Y AV BICENTENARIO",S.F.V. DE CATAMARCA,CATAMARCA,-65.784583,-28.509079
Combustibles líquidos únicamente,BLANCA,PAMPETROL SAPEM,30-70982458-5,RUTA NACIONAL 152 KM 289,PUELCHES,LA PAMPA,-67.144677,-38.155486
Combustibles líquidos únicamente,PUMA,PAGELLA ALBERTO JULIO Y ARBIZU RUBEN HAROLDO S.H.,30-68123039-0,SAN JOSE OBRERO Y JUAN MANUEL DE ROSAS 1,MAYOR BURATOVICH,BUENOS AIRES,-62.615339,-39.255404
Combustibles líquidos únicamente,BLANCA,GUALEGUAYCHU COMBUSTIBLES S.A,30-71456179-7,PUERTO ARGENTINO 1335,GUALEGUAYCHU,ENTRE RIOS,-58.523496,-32.990178
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,LA COLONIA S.A.,30-68449078-4,IGNACIO RIVAS 675 Y LUIS BELTRAN 1407,NEUQUEN,NEUQUEN,-68.078948,-38.962267
Combustibles líquidos únicamente,GULF,OPERADORA LATINA SA,33-71339160-9,RUTA 2 KM 37.300 0,BERAZATEGUI,BUENOS AIRES,-58.17968,-34.86838
Combustibles líquidos únicamente,DAPSA S.A.,MAQUINAGRO S.A.,33-64647094-9,AV CARLOS PELLEGRINI Y MARINO GIROLDI,EL COLORADO,FORMOSA,-59.366306,-26.32268
Combustibles líquidos únicamente,BLANCA,LANARI JORGE ANTONIO,20-27783312-4,RUTA NAC. NUMERO Y TEODOLINDA KM 464,LEONES,CORDOBA,-62.299369,-32.652213
Combustibles líquidos únicamente,BLANCA,SERVIPAMPA ESCALANTE SRL,30-71547982-2,RUTA PROVINCIAL 11 1448,W. ESCALANTE,CORDOBA,-62.779198,-33.175655
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,COMBUSTIBLES VICTORIA SRL,33-71215728-9,25 de mayo 375,VICTORIA,ENTRE RIOS,-60.160781,-32.615036
Duales (líquidos + GNC),SHELL C.A.P.S.A.,BERSAMP SA,30-71414960-8,MONS. BUFANO 2897,SAN JUSTO,BUENOS AIRES,-58.570641,-34.68307
Combustibles líquidos únicamente,PUMA,DON EDGARDO S.R.L.,30-71434367-6,JOSE DE LA PRIDA 120,PARERA,LA PAMPA,-64.487012,-35.361749
Duales (líquidos + GNC),REFINOR,CENTRO DE SERVICIOS DIAGONAL S.A.,30-70913561-5,AV. EJERCITO DEL NORTE 2695,SAN MIGUEL DE TUCUMAN,TUCUMAN,-65.222661,-26.789624
Combustibles líquidos únicamente,VOY,COMBUSTIBLES IDELPLA S.A.,33-71445009-9,AV. 520 ESQUINA CALLE 31,LA PLATA,BUENOS AIRES,-57.968676,-34.881121
Combustibles líquidos únicamente,PUMA,DILEK SAS,30-71702232-3,Av. 12 de Octubre 1830,SAN CARLOS DE BARILOCHE,RIO NEGRO,-71.284091,-41.132374
Combustibles líquidos únicamente,AXION,RODOPETROL SA,30-71546453-1,ALEM 1090,BAHIA BLANCA,BUENOS AIRES,-62.269456,-38.70385
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,PERFORMANCE FUELS SRL,30-71701815-6,AV BEIRO 4610,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.515555,-34.60842
Combustibles líquidos únicamente,BLANCA,CITEX ENERGY S.A.,30-71607529-6,Belgrano Nº 999/995,HENDERSON,BUENOS AIRES,-61.726412,-36.304181
Duales (líquidos + GNC),YPF,RIVAGAS S.A,30-64463434-1,Av. Nemesio Alvarez 1551,GRAL. RODRIGUEZ,BUENOS AIRES,-58.870009,-34.612509
Duales (líquidos + GNC),BLANCA,DIAGONALES Y BOULEVARES SA,30-71245922-7,Avenida 18 y Esquina 15,PIPINAS,BUENOS AIRES,-57.326839,-35.526484
Duales (líquidos + GNC),PUMA,REYERO CANCIANI E HIJOS S.R.L,30-71140291-4,"RUTA NACIONAL N° 7 KM 660,9",JUSTO DARACT,SAN LUIS,-65.172545,-33.840256
Duales (líquidos + GNC),SHELL C.A.P.S.A.,COLORADA TRECE S.A.,30-71135943-1,TENIENTE CORONEL SASSO 32 Y GRAL SAN MARTIN 315 32,LA CONSULTA,MENDOZA,-69.119523,-33.731915
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,ZOKFA S.A.S.,30-71646986-3,"Ruta 20 KM 16,5",MALAGUEÑO,CORDOBA,-64.326381,-31.437377
Combustibles líquidos únicamente,BLANCA,Z&F S.A.S.,30-71670285-1,AV. SAN MARTIN 2080,VILLAGUAY,ENTRE RIOS,-59.02755,-31.85042
Combustibles líquidos únicamente,BLANCA,GIACOMELLI DAMIAN JESUS,20-30961281-8,ELEUTERIO VARELA 731,CNEL. BOGADO,SANTA FE,-60.60215,-33.31332
Combustibles líquidos únicamente,DAPSA S.A.,SERVIS GS SRL,30-66143279-5,AV. CROVARA 2406,TABLADA,BUENOS AIRES,-58.522049,-34.687634
Combustibles líquidos únicamente,PUMA,ENAUSA SA,30-71479453-8,Hipolito Yrigoyen 2660,MARTINEZ,BUENOS AIRES,-58.52915,-34.50313
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ZOKFA S.A.S.,30-71646986-3,AV. EJERCITO ARGENTINO 6820,CORDOBA,CORDOBA,-64.270178,-31.393438
Combustibles líquidos únicamente,BLANCA,PETROSAR PRODUCCION Y SERVICIOS S.A.,30-53983668-0,PARAJE ANTICLINAL GRANDE 0,SARMIENTO,CHUBUT,-68.580249,-45.89074
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,SEVEN SAS,30-71689592-7,"INTERSECCION DE LAS RUTAS PROVINCIALES 45, 47 Y 53 0",PERICO,JUJUY,-65.14934,-24.39058
Combustibles líquidos únicamente,BLANCA,LA ESQUINA COMBUSTIBLES SAS,30-71692096-4,GUEMES Y SAN LORENZO 0,VILLA HUIDOBRO,CORDOBA,-64.58473,-34.84328
Duales (líquidos + GNC),YPF,SAN URBANO S.A.,30-64831907-6,RUTA E-53 KM 12 - UNQUILLO - CORDOBA,UNQUILLO,CORDOBA,-64.249151,-31.249696
Combustibles líquidos únicamente,YPF,KM 1107 S.A.,30-71642202-6,Ruta Nacional 7 - km 1151 - Uspallata,USPALLATA,MENDOZA,-69.371428,-32.59484
Combustibles líquidos únicamente,BLANCA,LAS DOS V S.A.,30-71626070-0,AV. ARISTOVULO DEL VALLE 7,VILLA VALERIA,CORDOBA,-64.917629,-34.340778
Combustibles líquidos únicamente,BLANCA,LA REGION S.R.L,30-70746682-7,MALVINAS ARGENTINAS 651,JUSTO DARACT,SAN LUIS,-65.172847,-33.84809
Duales (líquidos + GNC),AXION,SALINAS CHICO S.A,30-62028125-1,MORENO 3151,MAR DEL PLATA,BUENOS AIRES,-57.553949,-37.999086
Combustibles líquidos únicamente,AXION,SALINAS CHICO S.A,30-62028125-1,"AVENIDA COLON 5002, ESQ. JARA",MAR DEL PLATA,BUENOS AIRES,-57.5747,-37.9913
Combustibles líquidos únicamente,YPF,HACHI SRL,30-71547548-7,RETAMO 429 PHILIPPS JUNIN,JUNIN,MENDOZA,-68.37245,-33.20391
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,FGC FUELS MARKETING S.A.,33-71487776-9,Ruta 4 (Av San Martin y Colectora Oeste Ruta Nac 9),CAMPANA,BUENOS AIRES,-58.894379,-34.281412
Combustibles líquidos únicamente,PUMA,PETROAL NAVARRO SRL,30-71210445-3,CALLE 9 N 406,NAVARRO,BUENOS AIRES,-59.279791,-35.001391
Combustibles líquidos únicamente,GULF,SAHLIN SEBASTIAN,20-21934600-0,"Calle 485, nº 2201",LA PLATA,BUENOS AIRES,-58.044699,-34.905446
Combustibles líquidos únicamente,YPF,TIERRA DE OPORTUNIDADES S.A,30-71651406-0,"Ruta 6 km 104,5",GRAL. LAS HERAS,BUENOS AIRES,-58.827929,-34.952477
Duales (líquidos + GNC),YPF,VASISHTHA S.R.L,30-71708765-4,AV CENTENARIO 1940,BECCAR,BUENOS AIRES,-58.52769,-34.46107
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,ALBERTO J. DICHIARA S.R.L.,30-59799780-5,MAIPU 685,MONTE BUEY,CORDOBA,-62.4589,-32.9178
